"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.038160899E0,5.034921765E-1,1.755926609E0,-6.056632996E-1
5.054826837E0,2.021137476E0,2.987725735E0,-2.231411457E0
5.071492774E0,2.170977592E0,4.363226891E0,-3.241994381E0
5.088158712E0,2.784008265E0,4.468238354E0,-2.747159481E0
5.104824649E0,5.287987232E0,3.489090443E0,2.598638535E-1
5.121490587E0,8.394392014E0,9.523644447E-1,5.630378723E0
5.138156524E0,8.725521088E0,-1.975403428E0,1.261000252E1
5.154822462E0,6.717030525E0,-2.412822962E0,1.658903122E1
5.171488399E0,3.402938366E0,8.553600311E-1,1.270968151E1
5.188154337E0,1.120549440E-1,5.022846222E0,2.131305695E0
5.204820274E0,-2.412446260E0,8.391556740E0,-5.851560593E0
5.221486212E0,-3.870398045E0,7.596270084E0,-8.221855164E0
5.238152149E0,-6.650516510E0,3.208987236E0,-6.709537506E0
5.254818087E0,-1.064292908E1,-5.499272346E-1,-5.007774353E0
5.271484024E0,-1.246076107E1,-8.071148396E-2,-5.050851345E0
5.288149962E0,-1.018908310E1,5.670339584E0,-6.021708488E0
5.304815899E0,-8.552715302E0,1.037376881E1,-6.764152527E0
5.321481837E0,-1.086211777E1,1.127736092E1,-3.538238525E0
5.338147774E0,-1.170931721E1,1.174136829E1,1.025885582E0
5.354813712E0,-1.096605301E1,1.455276299E1,3.601720810E0
5.371479649E0,-1.216477776E1,1.899981117E1,1.823658943E0
5.388145587E0,-1.116708660E1,2.358489418E1,1.521547318E0
5.404811524E0,-1.106183910E1,2.751014900E1,1.252172375E1
5.421477462E0,-9.004911423E0,2.720742226E1,3.275943756E1
5.438143399E0,1.254683614E0,1.819713020E1,4.435957336E1
5.454809337E0,1.106344795E1,7.335666656E0,3.341075134E1
5.471475274E0,1.432226276E1,-2.212674141E0,1.525041294E1
5.488141212E0,6.120294571E0,-8.220064163E0,8.402983665E0
5.504807149E0,1.729389787E0,-1.522764683E1,4.716905594E0
5.521473087E0,3.299732685E0,-2.130101395E1,-4.105217457E0
5.538139024E0,4.709026337E0,-2.438840103E1,-1.565326023E1
5.554804962E0,4.853684425E0,-2.430813217E1,-1.851737022E1
5.571470899E0,7.035851479E0,-2.346639061E1,-1.218759727E1
5.588136837E0,1.089481163E1,-2.028604889E1,-5.370903969E0
5.604802774E0,1.310154629E1,-1.533631706E1,-4.363813877E0
5.621468712E0,1.520264530E1,-1.069972801E1,-3.996866703E0
5.638134649E0,1.429115963E1,-6.992769241E0,1.613480568E0
5.654800587E0,1.149218082E1,-4.442944527E0,1.037339401E1
5.671466524E0,1.101903820E1,-1.817854166E0,1.636563492E1
5.688132462E0,1.002604961E1,1.530017138E0,1.751037216E1
5.704798399E0,4.691700935E0,6.184900284E0,1.589712334E1
5.721464337E0,-1.414051056E-1,1.106822109E1,1.364129829E1
5.738130274E0,-2.246403217E0,9.541053772E0,4.578509331E0
5.754796212E0,-6.773656845E0,7.369043350E0,-6.497445107E0
5.771462149E0,-1.053235817E1,5.553986073E0,-1.371816444E1
5.788128087E0,-1.428076172E1,4.606376171E0,-1.519034004E1
5.804794024E0,-1.873907471E1,7.510718346E0,-1.162403774E1
5.821459962E0,-2.006382751E1,9.936003685E0,-4.910619259E0
5.838125899E0,-2.109727287E1,1.058430099E1,6.061967850E0
5.854791837E0,-2.186611176E1,1.156914711E1,1.178235912E1
5.871457774E0,-2.085136032E1,1.375903797E1,7.265402794E0
5.888123712E0,-1.215816307E1,1.478993988E1,3.709458351E0
5.904789649E0,-3.858918190E0,1.462232494E1,8.321558952E0
5.921455587E0,-2.934529781E0,1.323068142E1,1.853685379E1
5.938121524E0,-1.348128080E0,1.111214066E1,2.931446075E1
5.954787462E0,6.021635056E0,7.382411957E0,3.140334702E1
5.971453399E0,1.413768959E1,2.238797188E0,2.388974190E1
5.988119337E0,1.560545635E1,-2.963116646E0,1.534465504E1
6.004785274E0,1.051314545E1,-6.623100281E0,1.014030743E1
6.021451212E0,9.411048889E0,-1.064172554E1,-4.519338608E-1
6.038117149E0,6.526109219E0,-1.395620346E1,-1.637724495E1
6.054783087E0,4.750494003E0,-1.722143173E1,-2.145789337E1
6.071449024E0,5.610216618E0,-2.243228531E1,-1.071119308E1
6.088114962E0,6.953468323E0,-2.466703987E1,1.243289948E0
6.104780899E0,7.606201172E0,-2.193078041E1,-1.496281147E0
6.121446837E0,6.205848217E0,-1.602397346E1,-1.597732353E1
6.138112774E0,8.717602730E0,-1.135003853E1,-2.000037766E1
6.154778712E0,1.235105991E1,-1.059907913E1,-9.464764595E0
6.171444649E0,9.593355179E0,-8.581485748E0,4.506516457E0
6.188110587E0,5.420418262E0,-5.125401020E0,1.460580158E1
6.204776524E0,5.309172630E0,-2.868303776E0,1.775474930E1
6.221442462E0,6.234824657E0,-1.439023137E0,1.640901947E1
6.238108399E0,5.793949127E0,-2.097668648E-1,1.276919556E1
6.254774337E0,1.695045710E0,-2.018604279E-1,9.411077499E0
6.271440274E0,-8.865231276E-1,-9.134929180E-1,8.206192017E0
6.288106212E0,-5.272698402E0,9.280560017E-1,1.869853020E0
6.304772149E0,-7.747789860E0,2.798629284E0,-9.930024147E0
6.321438087E0,-5.188433170E0,4.989789009E0,-1.301200485E1
6.338104024E0,-7.107548237E0,9.816333771E0,-6.990984440E0
6.354769962E0,-1.256669044E1,1.421564674E1,-1.068171978E0
6.371435899E0,-1.751685333E1,1.578671265E1,3.260288239E-1
6.388101837E0,-2.130783081E1,1.848189735E1,-2.240171909E0
6.404767774E0,-2.272438431E1,1.848870850E1,-5.807323456E0
6.421433712E0,-2.143860054E1,1.601097870E1,1.830258369E0
6.438099649E0,-2.020567513E1,1.316485882E1,1.582271194E1
6.454765587E0,-1.484194469E1,9.754456520E0,2.592838669E1
