"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.840297813E0,-8.395816684E-1,2.659024239E0,8.694320679E0
1.856963750E0,-9.732806087E-1,3.078665495E0,9.050552368E0
1.873629688E0,-2.360818624E0,3.541676521E0,9.376275063E0
1.890295625E0,-2.551945448E0,1.365404367E0,9.232108116E0
1.906961563E0,-1.849352837E0,1.862214208E0,6.375676155E0
1.923627500E0,-8.231309652E-1,3.996013880E0,5.281857014E0
1.940293438E0,-1.278365493E0,5.248955727E0,6.077470303E0
1.956959375E0,-4.002593994E0,7.081259727E0,9.427123070E0
1.973625313E0,-1.975275040E0,5.100002289E0,1.269512081E1
1.990291250E0,-3.370888829E-1,5.012066364E0,1.347757339E1
2.006957188E0,1.510768414E0,6.470192432E0,1.256830120E1
2.023623125E0,2.362314224E0,7.744968891E0,1.041206837E1
2.040289063E0,2.906980515E0,8.785248756E0,7.676773071E0
2.056955000E0,2.526521683E0,9.092127800E0,7.884948730E0
2.073620938E0,1.898704767E0,8.131409645E0,9.389137268E0
2.090286875E0,1.349851131E0,7.842176914E0,1.002831936E1
2.106952813E0,1.115952611E0,7.282855034E0,1.003489971E1
2.123618750E0,1.220937729E0,7.069893837E0,9.179166794E0
2.140284688E0,1.194317579E0,7.144370079E0,7.579565048E0
2.156950625E0,8.608179688E-1,6.974779129E0,7.057929516E0
2.173616563E0,4.103690982E-1,6.135197163E0,7.020840645E0
2.190282500E0,7.806584239E-2,4.583451748E0,5.415854931E0
2.206948438E0,-3.059822023E-1,5.231308460E0,8.503194809E0
2.223614375E0,-3.257229924E-1,5.427519798E0,8.481060982E0
2.240280313E0,-7.917252183E-1,5.659324646E0,6.316752911E0
2.256946250E0,-1.639980793E0,5.365007401E0,5.410770416E0
2.273612188E0,-1.648953915E0,5.184050083E0,5.971288681E0
2.290278125E0,-1.147059321E0,4.907679081E0,6.558427811E0
2.306944063E0,-9.711868763E-1,4.598406792E0,7.012465954E0
2.323610000E0,-8.001000881E-1,5.439185143E0,6.133402824E0
